file_id	partition	system	label
LA_E_1029849	EVAL	A09	spoof
LA_E_1030028	EVAL	A09	spoof
LA_E_1030540	EVAL	A11	spoof
LA_E_1030619	EVAL	A07	spoof
LA_E_1031038	EVAL	A11	spoof
LA_E_1031731	EVAL	A07	spoof
LA_E_1031837	EVAL	A10	spoof
LA_E_1031917	EVAL	A07	spoof
LA_E_1031941	EVAL	A11	spoof
LA_E_1034211	EVAL	A12	spoof
LA_E_1034414	EVAL	A11	spoof
LA_E_1034718	EVAL	A10	spoof
LA_E_1036440	EVAL	A09	spoof
LA_E_1036763	EVAL	A10	spoof
LA_E_1036786	EVAL	A10	spoof
LA_E_1037559	EVAL	A10	spoof
LA_E_1037569	EVAL	A09	spoof
LA_E_1037676	EVAL	A08	spoof
LA_E_1038782	EVAL	A11	spoof
LA_E_1039046	EVAL	A12	spoof
LA_E_1039058	EVAL	A10	spoof
LA_E_1041484	EVAL	A09	spoof
LA_E_1041995	EVAL	A07	spoof
LA_E_1042300	EVAL	A10	spoof
LA_E_1043874	EVAL	A08	spoof
LA_E_1044031	EVAL	A10	spoof
LA_E_1044126	EVAL	A10	spoof
LA_E_1044599	EVAL	A12	spoof
LA_E_1046103	EVAL	bonafide	bonafide
LA_E_1046787	EVAL	A10	spoof
LA_E_1047397	EVAL	A11	spoof
LA_E_1047426	EVAL	A11	spoof
LA_E_1048510	EVAL	A12	spoof
LA_E_1048534	EVAL	A08	spoof
LA_E_1048571	EVAL	A11	spoof
LA_E_1048647	EVAL	A07	spoof
LA_E_1048766	EVAL	A11	spoof
LA_E_1049029	EVAL	A09	spoof
LA_E_1050463	EVAL	A09	spoof
LA_E_1052115	EVAL	A11	spoof
LA_E_1052171	EVAL	A11	spoof
LA_E_1052690	EVAL	A12	spoof
LA_E_1053042	EVAL	A11	spoof
LA_E_1054080	EVAL	A08	spoof
LA_E_1056197	EVAL	A07	spoof
LA_E_1056646	EVAL	A11	spoof
LA_E_1056698	EVAL	A09	spoof
LA_E_1057396	EVAL	A12	spoof
LA_E_1057546	EVAL	A10	spoof
LA_E_1057817	EVAL	A11	spoof
LA_E_1058631	EVAL	A08	spoof
LA_E_1059090	EVAL	A08	spoof
LA_E_1059108	EVAL	A07	spoof
LA_E_1059718	EVAL	A07	spoof
LA_E_1060654	EVAL	A07	spoof
LA_E_1060792	EVAL	A10	spoof
LA_E_1060895	EVAL	A11	spoof
LA_E_1061256	EVAL	A12	spoof
LA_E_1061304	EVAL	A09	spoof
LA_E_1061454	EVAL	A09	spoof
LA_E_1061586	EVAL	bonafide	bonafide
LA_E_1061903	EVAL	A09	spoof
LA_E_1062636	EVAL	A08	spoof
LA_E_1063041	EVAL	A12	spoof
LA_E_1063074	EVAL	A09	spoof
LA_E_1063411	EVAL	A09	spoof
LA_E_1063956	EVAL	A07	spoof
LA_E_1064405	EVAL	A07	spoof
LA_E_1064731	EVAL	A12	spoof
LA_E_1064751	EVAL	A10	spoof
LA_E_1065331	EVAL	A08	spoof
LA_E_1065582	EVAL	A08	spoof
LA_E_1065662	EVAL	A08	spoof
LA_E_1066090	EVAL	A12	spoof
LA_E_1066368	EVAL	A08	spoof
LA_E_1066571	EVAL	bonafide	bonafide
LA_E_1067167	EVAL	A08	spoof
LA_E_1068650	EVAL	A09	spoof
LA_E_1069271	EVAL	A09	spoof
LA_E_1069304	EVAL	A11	spoof
LA_E_1069930	EVAL	A11	spoof
LA_E_1070212	EVAL	A12	spoof
LA_E_1070216	EVAL	A08	spoof
LA_E_1070670	EVAL	A08	spoof
LA_E_1071484	EVAL	bonafide	bonafide
LA_E_1072125	EVAL	A08	spoof
LA_E_1072407	EVAL	A10	spoof
LA_E_1072624	EVAL	A07	spoof
LA_E_1072722	EVAL	A11	spoof
LA_E_1073482	EVAL	bonafide	bonafide
LA_E_1073502	EVAL	A11	spoof
LA_E_1073597	EVAL	A07	spoof
LA_E_1073787	EVAL	A11	spoof
LA_E_1074126	EVAL	A08	spoof
LA_E_1074147	EVAL	A11	spoof
LA_E_1074199	EVAL	A12	spoof
LA_E_1074577	EVAL	A07	spoof
LA_E_1074686	EVAL	A11	spoof
LA_E_1075009	EVAL	A08	spoof
LA_E_1075010	EVAL	A07	spoof
LA_E_1075239	EVAL	A11	spoof
LA_E_1076018	EVAL	A07	spoof
LA_E_1076078	EVAL	A07	spoof
LA_E_1076208	EVAL	A12	spoof
LA_E_1077784	EVAL	bonafide	bonafide
LA_E_1078614	EVAL	A09	spoof
LA_E_1079089	EVAL	A11	spoof
LA_E_1080267	EVAL	A08	spoof
LA_E_1080408	EVAL	A11	spoof
LA_E_1080637	EVAL	A07	spoof
LA_E_1080945	EVAL	A08	spoof
LA_E_1080991	EVAL	A08	spoof
LA_E_1082372	EVAL	A07	spoof
LA_E_1082451	EVAL	A12	spoof
LA_E_1082775	EVAL	A10	spoof
LA_E_1083022	EVAL	A11	spoof
LA_E_1083404	EVAL	A09	spoof
LA_E_1083834	EVAL	A12	spoof
LA_E_1084207	EVAL	A07	spoof
LA_E_1084475	EVAL	A10	spoof
LA_E_1085191	EVAL	A09	spoof
LA_E_1085519	EVAL	A10	spoof
LA_E_1086813	EVAL	A09	spoof
LA_E_1087067	EVAL	A07	spoof
LA_E_1087830	EVAL	A11	spoof
LA_E_1088769	EVAL	A08	spoof
LA_E_1089604	EVAL	A09	spoof
LA_E_1091053	EVAL	A09	spoof
LA_E_1091453	EVAL	A08	spoof
LA_E_1092222	EVAL	A10	spoof
LA_E_1092415	EVAL	A12	spoof
LA_E_1092502	EVAL	A09	spoof
LA_E_1092833	EVAL	A09	spoof
LA_E_1092886	EVAL	A07	spoof
LA_E_1093356	EVAL	A12	spoof
LA_E_1093405	EVAL	A09	spoof
LA_E_1093487	EVAL	A10	spoof
LA_E_1093615	EVAL	A11	spoof
LA_E_1093638	EVAL	A12	spoof
LA_E_1093871	EVAL	A09	spoof
LA_E_1094069	EVAL	A12	spoof
LA_E_1094210	EVAL	A10	spoof
LA_E_1094216	EVAL	bonafide	bonafide
LA_E_1095294	EVAL	A07	spoof
LA_E_1095313	EVAL	A12	spoof
LA_E_1095914	EVAL	A12	spoof
LA_E_1096246	EVAL	A10	spoof
LA_E_1096285	EVAL	A11	spoof
LA_E_1096928	EVAL	A12	spoof
LA_E_1097820	EVAL	A07	spoof
LA_E_1097998	EVAL	A07	spoof
LA_E_1098147	EVAL	A07	spoof
LA_E_1098642	EVAL	A08	spoof
LA_E_1098868	EVAL	A09	spoof
LA_E_1099764	EVAL	A09	spoof
LA_E_1100354	EVAL	A10	spoof
LA_E_1100441	EVAL	A08	spoof
LA_E_1100866	EVAL	A09	spoof
LA_E_1101336	EVAL	A10	spoof
LA_E_1101674	EVAL	A07	spoof
LA_E_1102975	EVAL	A12	spoof
LA_E_1103940	EVAL	A11	spoof
LA_E_1104854	EVAL	A07	spoof
LA_E_1104920	EVAL	A09	spoof
LA_E_1105210	EVAL	A09	spoof
LA_E_1105669	EVAL	A11	spoof
LA_E_1106644	EVAL	A09	spoof
LA_E_1107224	EVAL	A12	spoof
LA_E_1107470	EVAL	A08	spoof
LA_E_1108298	EVAL	A07	spoof
LA_E_1108553	EVAL	A11	spoof
LA_E_1109383	EVAL	A12	spoof
LA_E_1109945	EVAL	A08	spoof
LA_E_1110205	EVAL	A07	spoof
LA_E_1110256	EVAL	A08	spoof
LA_E_1110874	EVAL	A10	spoof
LA_E_1111007	EVAL	A11	spoof
LA_E_1111104	EVAL	A12	spoof
LA_E_1111372	EVAL	A07	spoof
LA_E_1112020	EVAL	A09	spoof
LA_E_1112148	EVAL	A07	spoof
LA_E_1112202	EVAL	A11	spoof
LA_E_1112227	EVAL	A10	spoof
LA_E_1112339	EVAL	A11	spoof
LA_E_1112827	EVAL	A10	spoof
LA_E_1113763	EVAL	A10	spoof
LA_E_1113937	EVAL	A09	spoof
LA_E_1114840	EVAL	A09	spoof
LA_E_1116161	EVAL	A10	spoof
LA_E_1116500	EVAL	A11	spoof
LA_E_1116700	EVAL	A08	spoof
LA_E_1116902	EVAL	A11	spoof
LA_E_1117672	EVAL	A10	spoof
LA_E_1118414	EVAL	A09	spoof
LA_E_1118847	EVAL	A11	spoof
LA_E_1119939	EVAL	A07	spoof
LA_E_1120045	EVAL	A10	spoof
LA_E_1120297	EVAL	A09	spoof
LA_E_1120423	EVAL	A10	spoof
LA_E_1120670	EVAL	A11	spoof
LA_E_1121761	EVAL	A08	spoof
LA_E_1121844	EVAL	bonafide	bonafide
LA_E_1122229	EVAL	A08	spoof
LA_E_1122506	EVAL	A11	spoof
LA_E_1122837	EVAL	A09	spoof
LA_E_1122876	EVAL	A11	spoof
LA_E_1123121	EVAL	A07	spoof
LA_E_1123706	EVAL	A09	spoof
LA_E_1124490	EVAL	A08	spoof
LA_E_1124748	EVAL	A08	spoof
LA_E_1125262	EVAL	A08	spoof
LA_E_1125558	EVAL	bonafide	bonafide
LA_E_1126538	EVAL	A10	spoof
LA_E_1127928	EVAL	A11	spoof
LA_E_1129264	EVAL	A07	spoof
LA_E_1130193	EVAL	A07	spoof
LA_E_1130596	EVAL	A08	spoof
LA_E_1131101	EVAL	A08	spoof
LA_E_1131265	EVAL	A12	spoof
LA_E_1131803	EVAL	A12	spoof
LA_E_1131902	EVAL	A10	spoof
LA_E_1131984	EVAL	A11	spoof
LA_E_1133570	EVAL	A11	spoof
LA_E_1133673	EVAL	A10	spoof
LA_E_1133928	EVAL	A08	spoof
LA_E_1134040	EVAL	A09	spoof
LA_E_1134093	EVAL	A09	spoof
LA_E_1134135	EVAL	A07	spoof
LA_E_1135171	EVAL	A12	spoof
LA_E_1135860	EVAL	A11	spoof
LA_E_1136241	EVAL	A11	spoof
LA_E_1136797	EVAL	A12	spoof
LA_E_1137091	EVAL	A10	spoof
LA_E_1137762	EVAL	A10	spoof
LA_E_1138014	EVAL	A12	spoof
LA_E_1138146	EVAL	A10	spoof
LA_E_1138507	EVAL	A10	spoof
LA_E_1139782	EVAL	A10	spoof
LA_E_1140297	EVAL	A09	spoof
LA_E_1140813	EVAL	A09	spoof
LA_E_1140950	EVAL	A09	spoof
LA_E_1141022	EVAL	A07	spoof
LA_E_1141075	EVAL	A09	spoof
LA_E_1141166	EVAL	A11	spoof
LA_E_1141204	EVAL	A11	spoof
LA_E_1141252	EVAL	A10	spoof
LA_E_1141956	EVAL	A09	spoof
LA_E_1142086	EVAL	A12	spoof
LA_E_1142556	EVAL	A09	spoof
LA_E_1142936	EVAL	A07	spoof
LA_E_1143256	EVAL	A07	spoof
LA_E_1143547	EVAL	A09	spoof
LA_E_1143936	EVAL	A09	spoof
LA_E_1144382	EVAL	A12	spoof
LA_E_1144867	EVAL	A08	spoof
LA_E_1145040	EVAL	A10	spoof
LA_E_1145217	EVAL	A10	spoof
LA_E_1145260	EVAL	A10	spoof
LA_E_1145420	EVAL	A07	spoof
LA_E_1145525	EVAL	bonafide	bonafide
LA_E_1145549	EVAL	A10	spoof
LA_E_1145857	EVAL	A08	spoof
LA_E_1145965	EVAL	bonafide	bonafide
LA_E_1146007	EVAL	A10	spoof
LA_E_1148355	EVAL	A12	spoof
LA_E_1148443	EVAL	A08	spoof
LA_E_1148899	EVAL	A12	spoof
LA_E_1148964	EVAL	A07	spoof
LA_E_1149114	EVAL	A07	spoof
LA_E_1149159	EVAL	A11	spoof
LA_E_1149218	EVAL	A12	spoof
LA_E_1149917	EVAL	A09	spoof
LA_E_1150925	EVAL	A09	spoof
LA_E_1151516	EVAL	A12	spoof
LA_E_1151659	EVAL	A12	spoof
LA_E_1151716	EVAL	A10	spoof
LA_E_1152151	EVAL	bonafide	bonafide
LA_E_1152326	EVAL	A11	spoof
LA_E_1153009	EVAL	A10	spoof
LA_E_1153651	EVAL	A08	spoof
LA_E_1154069	EVAL	A10	spoof
LA_E_1156076	EVAL	A12	spoof
LA_E_1156388	EVAL	A08	spoof
LA_E_1156534	EVAL	A10	spoof
LA_E_1157338	EVAL	A12	spoof
LA_E_1157528	EVAL	A07	spoof
LA_E_1157719	EVAL	A12	spoof
LA_E_1157722	EVAL	A11	spoof
LA_E_1159030	EVAL	A11	spoof
LA_E_1159664	EVAL	A10	spoof
LA_E_1159957	EVAL	A09	spoof
LA_E_1160250	EVAL	A08	spoof
LA_E_1160637	EVAL	A10	spoof
LA_E_1160695	EVAL	A11	spoof
LA_E_1160826	EVAL	A10	spoof
LA_E_1161489	EVAL	A07	spoof
LA_E_1161909	EVAL	A08	spoof
LA_E_1161920	EVAL	A11	spoof
LA_E_1162176	EVAL	A08	spoof
LA_E_1162514	EVAL	A11	spoof
LA_E_1163095	EVAL	A12	spoof
LA_E_1163953	EVAL	A12	spoof
LA_E_1164631	EVAL	A09	spoof
LA_E_1165571	EVAL	A09	spoof
LA_E_1165900	EVAL	A08	spoof
LA_E_1165936	EVAL	A09	spoof
LA_E_1166687	EVAL	A08	spoof
LA_E_1167226	EVAL	A12	spoof
LA_E_1167590	EVAL	A09	spoof
LA_E_1169027	EVAL	A08	spoof
LA_E_1169775	EVAL	A12	spoof
LA_E_1169885	EVAL	A07	spoof
LA_E_1169929	EVAL	A12	spoof
LA_E_1169945	EVAL	A08	spoof
LA_E_1170998	EVAL	A11	spoof
LA_E_1171007	EVAL	bonafide	bonafide
LA_E_1171552	EVAL	A11	spoof
LA_E_1172364	EVAL	A11	spoof
LA_E_1172376	EVAL	bonafide	bonafide
LA_E_1172685	EVAL	A07	spoof
LA_E_1172749	EVAL	A11	spoof
LA_E_1172884	EVAL	A09	spoof
LA_E_1173363	EVAL	A11	spoof
LA_E_1173912	EVAL	A12	spoof
LA_E_1174279	EVAL	A11	spoof
LA_E_1174280	EVAL	A09	spoof
LA_E_1174422	EVAL	A07	spoof
LA_E_1174668	EVAL	A08	spoof
LA_E_1175629	EVAL	A09	spoof
LA_E_1175743	EVAL	A12	spoof
LA_E_1176012	EVAL	A12	spoof
LA_E_1176163	EVAL	A10	spoof
LA_E_1178088	EVAL	A08	spoof
LA_E_1178240	EVAL	A10	spoof
LA_E_1178651	EVAL	bonafide	bonafide
LA_E_1179172	EVAL	A11	spoof
LA_E_1179559	EVAL	A10	spoof
LA_E_1179598	EVAL	A11	spoof
LA_E_1180083	EVAL	A11	spoof
LA_E_1180467	EVAL	A12	spoof
LA_E_1180510	EVAL	A11	spoof
LA_E_1183071	EVAL	A08	spoof
LA_E_1183331	EVAL	A09	spoof
LA_E_1183637	EVAL	A09	spoof
LA_E_1183804	EVAL	A08	spoof
LA_E_1183833	EVAL	A11	spoof
LA_E_1184318	EVAL	A10	spoof
LA_E_1184779	EVAL	A10	spoof
LA_E_1184915	EVAL	A10	spoof
LA_E_1185330	EVAL	A09	spoof
LA_E_1185334	EVAL	A08	spoof
LA_E_1185576	EVAL	A12	spoof
LA_E_1185590	EVAL	A12	spoof
LA_E_1185733	EVAL	A10	spoof
LA_E_1185888	EVAL	A07	spoof
LA_E_1186313	EVAL	A09	spoof
LA_E_1186770	EVAL	A12	spoof
LA_E_1186792	EVAL	A10	spoof
LA_E_1186840	EVAL	A07	spoof
LA_E_1188635	EVAL	A09	spoof
LA_E_1188668	EVAL	A10	spoof
LA_E_1189001	EVAL	A10	spoof
LA_E_1190405	EVAL	A08	spoof
LA_E_1190458	EVAL	A10	spoof
LA_E_1190778	EVAL	A11	spoof
LA_E_1190870	EVAL	A09	spoof
LA_E_1191098	EVAL	A08	spoof
LA_E_1192472	EVAL	A10	spoof
LA_E_1193863	EVAL	A08	spoof
LA_E_1194289	EVAL	A07	spoof
LA_E_1194807	EVAL	A11	spoof
LA_E_1195413	EVAL	A12	spoof
LA_E_1195499	EVAL	A09	spoof
LA_E_1195738	EVAL	A09	spoof
LA_E_1196288	EVAL	A12	spoof
LA_E_1196319	EVAL	A12	spoof
LA_E_1196792	EVAL	A10	spoof
LA_E_1197154	EVAL	A11	spoof
LA_E_1197206	EVAL	A11	spoof
LA_E_1197457	EVAL	A12	spoof
LA_E_1197802	EVAL	A10	spoof
LA_E_1197963	EVAL	A07	spoof
LA_E_1198891	EVAL	A11	spoof
LA_E_1199236	EVAL	A07	spoof
LA_E_1199584	EVAL	A10	spoof
LA_E_1199727	EVAL	A10	spoof
LA_E_1200423	EVAL	A11	spoof
LA_E_1200608	EVAL	A10	spoof
LA_E_1201064	EVAL	A09	spoof
LA_E_1201506	EVAL	A09	spoof
LA_E_1202203	EVAL	A08	spoof
LA_E_1202262	EVAL	A11	spoof
LA_E_1203278	EVAL	A12	spoof
LA_E_1203612	EVAL	A12	spoof
LA_E_1203813	EVAL	A11	spoof
LA_E_1203930	EVAL	A08	spoof
LA_E_1204390	EVAL	A07	spoof
LA_E_1204676	EVAL	A10	spoof
LA_E_1205076	EVAL	A12	spoof
LA_E_1205482	EVAL	A07	spoof
LA_E_1205588	EVAL	A11	spoof
LA_E_1205607	EVAL	A08	spoof
LA_E_1206071	EVAL	A09	spoof
LA_E_1206467	EVAL	A12	spoof
LA_E_1206780	EVAL	A09	spoof
LA_E_1207267	EVAL	A12	spoof
LA_E_1207288	EVAL	A07	spoof
LA_E_1208193	EVAL	A07	spoof
LA_E_1208376	EVAL	A09	spoof
LA_E_1210449	EVAL	A07	spoof
LA_E_1210819	EVAL	A07	spoof
LA_E_1211097	EVAL	A07	spoof
LA_E_1211713	EVAL	A12	spoof
LA_E_1211844	EVAL	A07	spoof
LA_E_1212248	EVAL	bonafide	bonafide
LA_E_1212930	EVAL	A10	spoof
LA_E_1213730	EVAL	A09	spoof
LA_E_1214342	EVAL	A07	spoof
LA_E_1214343	EVAL	A12	spoof
LA_E_1214383	EVAL	A11	spoof
LA_E_1214738	EVAL	A11	spoof
LA_E_1214847	EVAL	A12	spoof
LA_E_1215354	EVAL	A11	spoof
LA_E_1215807	EVAL	A08	spoof
LA_E_1215942	EVAL	A12	spoof
LA_E_1216283	EVAL	A11	spoof
LA_E_1216319	EVAL	A09	spoof
LA_E_1216534	EVAL	A11	spoof
LA_E_1216538	EVAL	A12	spoof
LA_E_1216629	EVAL	A10	spoof
LA_E_1216725	EVAL	A08	spoof
LA_E_1217354	EVAL	A07	spoof
LA_E_1217699	EVAL	A07	spoof
LA_E_1217732	EVAL	A08	spoof
LA_E_1217929	EVAL	A08	spoof
LA_E_1220170	EVAL	A10	spoof
LA_E_1220324	EVAL	A12	spoof
LA_E_1220846	EVAL	A09	spoof
LA_E_1222302	EVAL	A07	spoof
LA_E_1222387	EVAL	A07	spoof
LA_E_1222893	EVAL	A09	spoof
LA_E_1223294	EVAL	A07	spoof
LA_E_1224361	EVAL	A07	spoof
LA_E_1224488	EVAL	A10	spoof
LA_E_1224814	EVAL	A12	spoof
LA_E_1225077	EVAL	A09	spoof
LA_E_1225203	EVAL	A11	spoof
LA_E_1225943	EVAL	A11	spoof
LA_E_1226346	EVAL	A08	spoof
LA_E_1227212	EVAL	A12	spoof
LA_E_1229508	EVAL	A08	spoof
LA_E_1229832	EVAL	A09	spoof
LA_E_1229890	EVAL	A07	spoof
LA_E_1230515	EVAL	A11	spoof
LA_E_1230670	EVAL	A08	spoof
LA_E_1230806	EVAL	A07	spoof
LA_E_1230990	EVAL	A12	spoof
LA_E_1231630	EVAL	A08	spoof
LA_E_1231779	EVAL	A08	spoof
LA_E_1231809	EVAL	A12	spoof
LA_E_1232220	EVAL	A09	spoof
LA_E_1232787	EVAL	A10	spoof
LA_E_1233530	EVAL	A07	spoof
LA_E_1233910	EVAL	A07	spoof
LA_E_1234008	EVAL	A10	spoof
LA_E_1234746	EVAL	A09	spoof
LA_E_1234832	EVAL	A09	spoof
LA_E_1235005	EVAL	A11	spoof
LA_E_1235814	EVAL	A12	spoof
LA_E_1236071	EVAL	A08	spoof
LA_E_1236273	EVAL	bonafide	bonafide
LA_E_1236434	EVAL	A07	spoof
LA_E_1237415	EVAL	A11	spoof
LA_E_1237767	EVAL	A12	spoof
LA_E_1237898	EVAL	A11	spoof
LA_E_1238082	EVAL	A08	spoof
LA_E_1239041	EVAL	A10	spoof
LA_E_1239318	EVAL	A09	spoof
LA_E_1239941	EVAL	A12	spoof
LA_E_1239994	EVAL	A12	spoof
LA_E_1240000	EVAL	A12	spoof
LA_E_1240277	EVAL	A07	spoof
LA_E_1240552	EVAL	bonafide	bonafide
LA_E_1240949	EVAL	A12	spoof
LA_E_1241406	EVAL	A11	spoof
LA_E_1242729	EVAL	A11	spoof
LA_E_1242899	EVAL	A09	spoof
LA_E_1242986	EVAL	A07	spoof
LA_E_1243892	EVAL	A09	spoof
LA_E_1244273	EVAL	A10	spoof
LA_E_1244317	EVAL	A07	spoof
LA_E_1244416	EVAL	A10	spoof
LA_E_1244665	EVAL	bonafide	bonafide
LA_E_1244941	EVAL	A08	spoof
LA_E_1245096	EVAL	A09	spoof
LA_E_1245491	EVAL	A10	spoof
LA_E_1246578	EVAL	A08	spoof
LA_E_1246783	EVAL	A07	spoof
LA_E_1247072	EVAL	A09	spoof
LA_E_1247651	EVAL	A12	spoof
LA_E_1248324	EVAL	A08	spoof
LA_E_1248416	EVAL	A11	spoof
LA_E_1248601	EVAL	A12	spoof
LA_E_1248661	EVAL	A10	spoof
LA_E_1249523	EVAL	A09	spoof
LA_E_1250939	EVAL	A12	spoof
LA_E_1251195	EVAL	A07	spoof
LA_E_1251597	EVAL	A11	spoof
LA_E_1251876	EVAL	bonafide	bonafide
LA_E_1251924	EVAL	A12	spoof
LA_E_1253088	EVAL	A10	spoof
LA_E_1253324	EVAL	A10	spoof
LA_E_1254180	EVAL	A10	spoof
LA_E_1254845	EVAL	A08	spoof
LA_E_1255147	EVAL	A07	spoof
LA_E_1255171	EVAL	A12	spoof
LA_E_1255192	EVAL	A11	spoof
LA_E_1255202	EVAL	A11	spoof
LA_E_1255269	EVAL	A11	spoof
LA_E_1255306	EVAL	A09	spoof
LA_E_1255435	EVAL	A11	spoof
LA_E_1256618	EVAL	A09	spoof
LA_E_1257602	EVAL	A08	spoof
LA_E_1258149	EVAL	A10	spoof
LA_E_1258811	EVAL	A09	spoof
LA_E_1258871	EVAL	bonafide	bonafide
LA_E_1258928	EVAL	A10	spoof
LA_E_1258969	EVAL	A12	spoof
LA_E_1259345	EVAL	A11	spoof
LA_E_1259450	EVAL	A12	spoof
LA_E_1260438	EVAL	A10	spoof
LA_E_1260464	EVAL	A08	spoof
LA_E_1261331	EVAL	A09	spoof
LA_E_1261818	EVAL	A12	spoof
LA_E_1262130	EVAL	bonafide	bonafide
LA_E_1262790	EVAL	A07	spoof
LA_E_1262956	EVAL	A12	spoof
LA_E_1263110	EVAL	A09	spoof
LA_E_1263805	EVAL	A08	spoof
LA_E_1264406	EVAL	A09	spoof
LA_E_1264471	EVAL	A08	spoof
LA_E_1265329	EVAL	A10	spoof
LA_E_1265548	EVAL	bonafide	bonafide
LA_E_1266077	EVAL	A07	spoof
LA_E_1266211	EVAL	bonafide	bonafide
LA_E_1266533	EVAL	A11	spoof
LA_E_1266884	EVAL	A11	spoof
LA_E_1267174	EVAL	A09	spoof
LA_E_1267372	EVAL	A10	spoof
LA_E_1267563	EVAL	A07	spoof
LA_E_1267898	EVAL	A07	spoof
LA_E_1268036	EVAL	A12	spoof
LA_E_1268387	EVAL	A11	spoof
LA_E_1270462	EVAL	A09	spoof
LA_E_1270781	EVAL	A07	spoof
LA_E_1271370	EVAL	A08	spoof
LA_E_1272785	EVAL	A11	spoof
LA_E_1273664	EVAL	A07	spoof
LA_E_1273737	EVAL	A11	spoof
LA_E_1273852	EVAL	A09	spoof
LA_E_1274861	EVAL	A09	spoof
LA_E_1275657	EVAL	A07	spoof
LA_E_1276071	EVAL	A10	spoof
LA_E_1276787	EVAL	A07	spoof
LA_E_1277179	EVAL	A10	spoof
LA_E_1277752	EVAL	A10	spoof
LA_E_1277975	EVAL	A07	spoof
LA_E_1278202	EVAL	A08	spoof
LA_E_1278664	EVAL	A11	spoof
LA_E_1278697	EVAL	A10	spoof
LA_E_1279228	EVAL	A12	spoof
LA_E_1279438	EVAL	bonafide	bonafide
LA_E_1280426	EVAL	A11	spoof
LA_E_1281071	EVAL	A07	spoof
LA_E_1281318	EVAL	A10	spoof
LA_E_1282532	EVAL	A12	spoof
LA_E_1283092	EVAL	A12	spoof
LA_E_1283467	EVAL	bonafide	bonafide
LA_E_1284443	EVAL	A11	spoof
LA_E_1284971	EVAL	A08	spoof
LA_E_1285333	EVAL	A10	spoof
LA_E_1285427	EVAL	A07	spoof
LA_E_1285686	EVAL	A08	spoof
LA_E_1286599	EVAL	A12	spoof
LA_E_1287361	EVAL	A12	spoof
LA_E_1287433	EVAL	A08	spoof
LA_E_1287613	EVAL	A09	spoof
LA_E_1289238	EVAL	A09	spoof
LA_E_1289935	EVAL	A09	spoof
LA_E_1290179	EVAL	A08	spoof
LA_E_1291046	EVAL	bonafide	bonafide
LA_E_1291082	EVAL	A10	spoof
LA_E_1291334	EVAL	A09	spoof
LA_E_1292099	EVAL	A07	spoof
LA_E_1292568	EVAL	A09	spoof
LA_E_1292636	EVAL	A07	spoof
LA_E_1292650	EVAL	A09	spoof
LA_E_1293208	EVAL	A07	spoof
LA_E_1293554	EVAL	A12	spoof
LA_E_1294150	EVAL	A10	spoof
LA_E_1294419	EVAL	A08	spoof
LA_E_1294686	EVAL	A12	spoof
LA_E_1295033	EVAL	A10	spoof
LA_E_1295664	EVAL	A07	spoof
