file_id	partition	system	label	vctk_id	transcript
LA_E_1082372	EVAL	A07	spoof	-	I don't blame the fans for protesting and being frustrated because they are used to success at this club.
LA_E_1082451	EVAL	A12	spoof	-	It's an encouraging note to leave on.
LA_E_1082775	EVAL	A10	spoof	-	We are sorry that Pat has not taken up our job offer, but we are pleased he has found employment.
LA_E_1083022	EVAL	A11	spoof	-	And why would they?
LA_E_1083404	EVAL	A09	spoof	-	Two are understood to have moved away since the killing.
LA_E_1083834	EVAL	A12	spoof	-	It should be allowed to continue to do so.
LA_E_1084207	EVAL	A07	spoof	-	We will continue to work hard to ensure that the small number of remaining cases are dealt with effectively.
LA_E_1084475	EVAL	A10	spoof	-	The dealers were arrested after an intensive two-week operation in the city centre, where teams of undercover police officers gathered a dossier of evidence.
LA_E_1085191	EVAL	A09	spoof	-	It was a welcome increase on previous awards, but there was no indication that this trend would spiral upwards so dramatically.
LA_E_1085519	EVAL	A10	spoof	-	The minister is the engineer.
LA_E_1086813	EVAL	A09	spoof	-	What was it he was asking you to do?
LA_E_1087067	EVAL	A07	spoof	-	Our message to the Monetary Policy Committee is clear.
LA_E_1087830	EVAL	A11	spoof	-	Some days are different from others.
LA_E_1088769	EVAL	A08	spoof	-	She has reached the top of her profession.
LA_E_1089604	EVAL	A09	spoof	-	We just couldn't get enough of the ball in the second half.
LA_E_1091053	EVAL	A09	spoof	-	In Europe, it is always over two games.
LA_E_1091453	EVAL	A08	spoof	-	Of course I was tempted.
LA_E_1092222	EVAL	A10	spoof	-	Instead, they could be identified as Scottish Enterprise - Glasgow.
LA_E_1092415	EVAL	A12	spoof	-	It takes two to five years to build a team and it's beginning to show.
LA_E_1092502	EVAL	A09	spoof	-	But an amendment calls for that move to be rejected.
LA_E_1092833	EVAL	A09	spoof	-	He added, The funding structure is an anomaly that has to be sorted out.
LA_E_1092886	EVAL	A07	spoof	-	A spokeswoman said they had received no reports of any injuries or damage to property.
LA_E_1093356	EVAL	A12	spoof	-	Jones has never been short of confidence, although his critics often interpret it as arrogance.
LA_E_1093405	EVAL	A09	spoof	-	Stand by for action.
LA_E_1093487	EVAL	A10	spoof	-	Seems a sensible compromise.
LA_E_1093615	EVAL	A11	spoof	-	This year, it was a little different.
LA_E_1093638	EVAL	A12	spoof	-	If he does, then Scotland will be favourites to qualify, even though the manager himself refused to accept that yesterday.
LA_E_1093871	EVAL	A09	spoof	-	It's as wide as a church in here.
LA_E_1094069	EVAL	A12	spoof	-	She is a very lucky young lady.
LA_E_1094210	EVAL	A10	spoof	-	But both told separate hearings they already had experience in the security industry and training was non-existent.
LA_E_1094216	EVAL	bonafide	bonafide	p312_416	-
LA_E_1095294	EVAL	A07	spoof	-	Researchers said the rise was highly significant.
LA_E_1095313	EVAL	A12	spoof	-	However, there were two announcements yesterday that point to a slow but welcome return to normality.
LA_E_1095914	EVAL	A12	spoof	-	Also, the fact that Rangers are involved in the Champions League was important.
LA_E_1096246	EVAL	A10	spoof	-	The Government is keen to promote the growth of friendly societies.
LA_E_1096285	EVAL	A11	spoof	-	Our position is quite clear.
LA_E_1096928	EVAL	A12	spoof	-	It is better to share.
LA_E_1097820	EVAL	A07	spoof	-	Are we aware of the quality of the Don Carlos we have just seen?
LA_E_1097998	EVAL	A07	spoof	-	Fibre to fibre.
LA_E_1098147	EVAL	A07	spoof	-	It divided audiences at Cannes.
LA_E_1098642	EVAL	A08	spoof	-	The only way forward is a public inquiry and the place for it is in Scotland.
LA_E_1098868	EVAL	A09	spoof	-	It's very ordinary-looking.
LA_E_1099764	EVAL	A09	spoof	-	I'm a soldier, a soldier, a soldier.
LA_E_1100354	EVAL	A10	spoof	-	There is not a huge amount of sex in Wonderland.
LA_E_1100441	EVAL	A08	spoof	-	He claimed that Mr Prodi's words had been distorted, but also admitted they had caused some problems.
LA_E_1100866	EVAL	A09	spoof	-	But the biggest problem for us could be the sheer physical size of the South African side.
LA_E_1101336	EVAL	A10	spoof	-	They are with their father.
LA_E_1101674	EVAL	A07	spoof	-	The house would shake.
LA_E_1102975	EVAL	A12	spoof	-	However, Liam and Noel Gallagher could be looking back in anger at a flop.
LA_E_1103940	EVAL	A11	spoof	-	Ms McBride managed to escape through a side door and call the police.
LA_E_1104854	EVAL	A07	spoof	-	Whether he plays in the final or not will be something that is reached after talks between us.
LA_E_1104920	EVAL	A09	spoof	-	So, what do you think the biggest problem facing Scottish rugby is?
LA_E_1105210	EVAL	A09	spoof	-	This is a question of Islam.
LA_E_1105669	EVAL	A11	spoof	-	Some players don't have the quality to play at the highest level.
LA_E_1106644	EVAL	A09	spoof	-	You make one up for us.
LA_E_1107224	EVAL	A12	spoof	-	One policeman was killed.
LA_E_1107470	EVAL	A08	spoof	-	Davies was naturally disappointed but was also pleased for McKay.
LA_E_1108298	EVAL	A07	spoof	-	They shouldn't be going out and partying.
LA_E_1108553	EVAL	A11	spoof	-	It was a worrying time for me.
LA_E_1109383	EVAL	A12	spoof	-	At the same time it is a satire.
LA_E_1109945	EVAL	A08	spoof	-	The duo follow player-coach Kenny Black through the exit door after he quit at the weekend.
LA_E_1110205	EVAL	A07	spoof	-	Before we were able to dig out the truth of it all, the situation was quite bizarre.
LA_E_1110256	EVAL	A08	spoof	-	The normal rate of infection at this time of year is about two cases a week, so each case was being visited to assess the source of infection.
LA_E_1110874	EVAL	A10	spoof	-	When we got them we had them just to be different and because we couldn't get anything else.
LA_E_1111007	EVAL	A11	spoof	-	That is exactly right.
LA_E_1111104	EVAL	A12	spoof	-	So now you know.
LA_E_1111372	EVAL	A07	spoof	-	The company has said that their Scottish workers are unaffected by the decision.
LA_E_1112020	EVAL	A09	spoof	-	And does it?
LA_E_1112148	EVAL	A07	spoof	-	We are not there yet.
LA_E_1112202	EVAL	A11	spoof	-	Yet the man in black appears to be in good humour.
LA_E_1112227	EVAL	A10	spoof	-	Bringing Eoin Jess and Gary Smith back to Pittodrie proved the wrong decisions.
LA_E_1112339	EVAL	A11	spoof	-	Which perhaps is just as well.
LA_E_1112827	EVAL	A10	spoof	-	Jack McConnell, the first minister, is understood to be supportive of such initiatives which have operated very successfully in the United States.
LA_E_1113763	EVAL	A10	spoof	-	And when they did, their return was lethal.
LA_E_1113937	EVAL	A09	spoof	-	Therefore we don't want to give the impression that we are going to change the strategy he added.
LA_E_1114840	EVAL	A09	spoof	-	You have to make it exciting.
LA_E_1116161	EVAL	A10	spoof	-	The corporate community is interested.
LA_E_1116500	EVAL	A11	spoof	-	I spoke to him on Sunday and he was very keen to play.
LA_E_1116700	EVAL	A08	spoof	-	Structural changes will never be enough.
LA_E_1116902	EVAL	A11	spoof	-	You can see it on the training ground and around the hotel.
LA_E_1117672	EVAL	A10	spoof	-	Stories of families are the strongest for me.
LA_E_1118414	EVAL	A09	spoof	-	Three weeks later, he resigned.
LA_E_1118847	EVAL	A11	spoof	-	That might change if we get enough scientific evidence and information proving that the technique is safe.
LA_E_1119939	EVAL	A07	spoof	-	Under existing legislation organs can only be removed with the prior consent of the patient, or with the approval of the family after death.
LA_E_1120045	EVAL	A10	spoof	-	This will help our confidence.
LA_E_1120297	EVAL	A09	spoof	-	Good records have always been recognised by successful farmers.
LA_E_1120423	EVAL	A10	spoof	-	They seem to get away with it.
LA_E_1120670	EVAL	A11	spoof	-	Local managers are already involved in talks with potential investors.
LA_E_1121761	EVAL	A08	spoof	-	Their reasons are different but the feeling is the same.
LA_E_1121844	EVAL	bonafide	bonafide	p231_256	-
LA_E_1122229	EVAL	A08	spoof	-	Similar increases have been experienced by the medical defence unions.
LA_E_1122506	EVAL	A11	spoof	-	The idea of the review was to identify areas which might be improved.
LA_E_1122837	EVAL	A09	spoof	-	The figures have been growing ahead of inflation for months.
LA_E_1122876	EVAL	A11	spoof	-	That would be resented by people throughout the country.
LA_E_1123121	EVAL	A07	spoof	-	A judicial review is also being considered.
LA_E_1123706	EVAL	A09	spoof	-	You can tell by the results at all levels of rugby that the home draw is vital.
LA_E_1124490	EVAL	A08	spoof	-	They have been made that way for some time now, said Smith after the concert.
LA_E_1124748	EVAL	A08	spoof	-	We are primarily concerned with what is best for the game.
LA_E_1125262	EVAL	A08	spoof	-	The defender made an impressive debut.
LA_E_1125558	EVAL	bonafide	bonafide	p232_373	-
LA_E_1126538	EVAL	A10	spoof	-	I'll never think of myself as a star.
LA_E_1127928	EVAL	A11	spoof	-	The casualties were also being counted in the southern city of Kandahar, the base of the Taliban's spiritual leader, Mullah Mohammad Omar.
LA_E_1129264	EVAL	A07	spoof	-	The spirit is good in the team, but it has always been that way, even last season when things went wrong.
LA_E_1130193	EVAL	A07	spoof	-	We believe the squad will stay together.
LA_E_1130596	EVAL	A08	spoof	-	It's been done and we are currently in talks with people who have done it.
LA_E_1131101	EVAL	A08	spoof	-	Hearts attempted to recover with a shot from Darren Jackson that flew wide, but in the eighth minute they lost another goal.
LA_E_1131265	EVAL	A12	spoof	-	The things that people do for ratings.
LA_E_1131803	EVAL	A12	spoof	-	Now, there was no need for that.
LA_E_1131902	EVAL	A10	spoof	-	They will sometimes talk to me when they won't talk to their parents.
LA_E_1131984	EVAL	A11	spoof	-	He was little boy lost at Carnoustie last year.
LA_E_1133570	EVAL	A11	spoof	-	He has said he will not bring the opposition into the Cabinet.
LA_E_1133673	EVAL	A10	spoof	-	There will still be Scottish football and top-division football in Scotland.
LA_E_1133928	EVAL	A08	spoof	-	Otherwise, it could be too late for refugees who might be forced to see out a severe winter in tents.
LA_E_1134040	EVAL	A09	spoof	-	But it soon became clear that he was not accessing the level of education he needed.
LA_E_1134093	EVAL	A09	spoof	-	People want to play for their country which is why they are here.
LA_E_1134135	EVAL	A07	spoof	-	There has been no new investment in this area for three years.
LA_E_1135171	EVAL	A12	spoof	-	We had an idea of what we wanted to sound like.
LA_E_1135860	EVAL	A11	spoof	-	But it said talks with the general would continue.
LA_E_1136241	EVAL	A11	spoof	-	He's a lovely young man.
LA_E_1136797	EVAL	A12	spoof	-	It means they actually control the programme.
LA_E_1137091	EVAL	A10	spoof	-	Five local people were injured.
LA_E_1137762	EVAL	A10	spoof	-	They certainly do not socialise.
LA_E_1138014	EVAL	A12	spoof	-	I told you I was ill.
LA_E_1138146	EVAL	A10	spoof	-	I'm absolutely delighted by the performance and the result.
LA_E_1138507	EVAL	A10	spoof	-	None of the agencies was able to help.
LA_E_1139782	EVAL	A10	spoof	-	People have to get to work on a Sunday and people have to get to the city to shop.
LA_E_1140297	EVAL	A09	spoof	-	That never seemed likely.
LA_E_1140813	EVAL	A09	spoof	-	Some say it is an honour of the Yugoslav President.
LA_E_1140950	EVAL	A09	spoof	-	Mr Sneddon declined to comment on the letter, arguing matters were resolved and the partnership was working well.
LA_E_1141022	EVAL	A07	spoof	-	The teacher is currently suspended on full pay.
LA_E_1141075	EVAL	A09	spoof	-	I don't accept that people were misled at all.
LA_E_1141166	EVAL	A11	spoof	-	Few thought the timing a coincidence.
LA_E_1141204	EVAL	A11	spoof	-	We need to facilitate the translation of projects into reality in a way that has never happened before.
LA_E_1141252	EVAL	A10	spoof	-	Hendry admits he may need surgery on the injury during the close season.
LA_E_1141956	EVAL	A09	spoof	-	Well we didn't get the result and were nowhere near the performance level required.
LA_E_1142086	EVAL	A12	spoof	-	But both told separate hearings they already had experience in the security industry and training was non-existent.
LA_E_1142556	EVAL	A09	spoof	-	Mr Miller is married with three children.
LA_E_1142936	EVAL	A07	spoof	-	This is the logic of punishment assaults.
LA_E_1143256	EVAL	A07	spoof	-	A fortnight, it seems, is a long time in the acting profession.
LA_E_1143547	EVAL	A09	spoof	-	It was very disappointing.
LA_E_1143936	EVAL	A09	spoof	-	Women were mostly notable by their absence.
LA_E_1144382	EVAL	A12	spoof	-	It's been very worrying.
LA_E_1144867	EVAL	A08	spoof	-	He denied the donation cut was symbolic.
LA_E_1145040	EVAL	A10	spoof	-	If they shut the place they will have to take all the work outside Great Britain.
LA_E_1145217	EVAL	A10	spoof	-	She will miss the Commonwealth Games in her club's home city.
LA_E_1145260	EVAL	A10	spoof	-	After complaints from teaching unions and the senior management of the school, inspectors from the Health and Safety Executive were called to the school to investigate.
LA_E_1145420	EVAL	A07	spoof	-	Don't have disasters.
LA_E_1145525	EVAL	bonafide	bonafide	p298_251	-
LA_E_1145549	EVAL	A10	spoof	-	He'll need that this morning.
LA_E_1145857	EVAL	A08	spoof	-	The home side then gave Hibs a lesson in how to battle.
LA_E_1145965	EVAL	bonafide	bonafide	p231_434	-
LA_E_1146007	EVAL	A10	spoof	-	He was a bit reluctant to play.
LA_E_1148355	EVAL	A12	spoof	-	He's been playing beautifully over the past four tournaments.
LA_E_1148443	EVAL	A08	spoof	-	I never had any intentions of moving.
LA_E_1148899	EVAL	A12	spoof	-	They will certainly be visible from every house in our area.
LA_E_1148964	EVAL	A07	spoof	-	He was referring to Ken Livingstone standing for mayor of London.
LA_E_1149114	EVAL	A07	spoof	-	My Dad is a hero.
LA_E_1149159	EVAL	A11	spoof	-	Work of this kind should be done in plenty of time and, where possible, at night or other quieter times.
LA_E_1149218	EVAL	A12	spoof	-	We're not far away, but that distance is still a long way.
LA_E_1149917	EVAL	A09	spoof	-	To my left was an old man who was crying.
LA_E_1150925	EVAL	A09	spoof	-	I would have gone with Ollie if he had said he was ready.
LA_E_1151516	EVAL	A12	spoof	-	Nato was not a love affair.
LA_E_1151659	EVAL	A12	spoof	-	Mr Mandelson said he had been chosen from a list of outstanding candidates.
LA_E_1151716	EVAL	A10	spoof	-	You have to see it like this.
LA_E_1152151	EVAL	bonafide	bonafide	p260_236	-
LA_E_1152326	EVAL	A11	spoof	-	He dismissed the idea of a watchdog to oversee Scotland's exam system, an idea first proposed by Henry McLeish when he was Enterprise Minister.
LA_E_1153009	EVAL	A10	spoof	-	It's possible the organisers would try to increase the capacity at Braehead.
LA_E_1153651	EVAL	A08	spoof	-	The game will be won and lost on a few key early points.
LA_E_1154069	EVAL	A10	spoof	-	It all began as an accident.
LA_E_1156076	EVAL	A12	spoof	-	This project shows how renewable energy can affect ordinary people's lives.
LA_E_1156388	EVAL	A08	spoof	-	Increasingly, companies recognise the importance of linking short-term and long-term performance.
LA_E_1156534	EVAL	A10	spoof	-	That is not something we can be proud of.
LA_E_1157338	EVAL	A12	spoof	-	Which left one rather interesting question, how was the child conceived?
LA_E_1157528	EVAL	A07	spoof	-	We hear a lot about hard choices, but they have been conspicuous by their absence.
LA_E_1157719	EVAL	A12	spoof	-	To get up early, lose weight, and start a new book.
