token_id	complete_three_region_cpps
LA_E_1050463_0015	True
LA_E_1050463_0055	True
LA_E_1052115_0040	True
LA_E_1052690_0003	True
LA_E_1053042_0013	True
LA_E_1056646_0008	True
LA_E_1056646_0017	True
LA_E_1056646_0042	True
LA_E_1057817_0001	True
LA_E_1058631_0007	True
LA_E_1058631_0030	True
LA_E_1059090_0019	True
LA_E_1059090_0020	True
LA_E_1059108_0002	True
LA_E_1059108_0012	True
LA_E_1059718_0011	True
LA_E_1060654_0010	True
LA_E_1060654_0026	True
LA_E_1060792_0015	True
LA_E_1060792_0028	True
LA_E_1061304_0032	True
LA_E_1061304_0038	True
LA_E_1061304_0039	True
LA_E_1061454_0000	True
LA_E_1061586_0000	True
LA_E_1061903_0001	True
LA_E_1061903_0015	True
LA_E_1062636_0020	True
LA_E_1063041_0036	True
LA_E_1063074_0001	True
LA_E_1063411_0000	True
LA_E_1063411_0079	True
LA_E_1063956_0015	True
LA_E_1063956_0016	True
LA_E_1064751_0001	True
LA_E_1065662_0043	True
LA_E_1066368_0027	True
LA_E_1067167_0033	True
LA_E_1069271_0008	True
LA_E_1069304_0023	True
LA_E_1069930_0047	True
LA_E_1069930_0048	True
LA_E_1069930_0051	True
LA_E_1069930_0052	True
LA_E_1069930_0053	True
LA_E_1069930_0054	True
LA_E_1070212_0000	True
LA_E_1070212_0006	True
LA_E_1070212_0048	True
LA_E_1070670_0019	True
LA_E_1070670_0023	True
LA_E_1072125_0037	True
LA_E_1072407_0017	True
LA_E_1072624_0005	True
LA_E_1073482_0002	True
LA_E_1073502_0011	True
LA_E_1073597_0015	True
LA_E_1073597_0016	True
LA_E_1073597_0020	True
LA_E_1073597_0028	True
LA_E_1074126_0006	True
LA_E_1074126_0015	True
LA_E_1074147_0008	True
LA_E_1075010_0008	True
LA_E_1075010_0012	True
LA_E_1075010_0013	True
LA_E_1075010_0020	True
LA_E_1075010_0036	True
LA_E_1076078_0000	True
LA_E_1076078_0007	True
LA_E_1077784_0005	True
LA_E_1079089_0022	True
LA_E_1079089_0037	True
LA_E_1079089_0038	True
LA_E_1079089_0039	True
LA_E_1080408_0012	True
LA_E_1080637_0007	True
LA_E_1080991_0015	True
LA_E_1080991_0042	True
LA_E_1080991_0043	True
LA_E_1082451_0021	True
LA_E_1082775_0028	True
LA_E_1083404_0001	True
LA_E_1083404_0021	True
LA_E_1084207_0020	True
LA_E_1084475_0002	True
LA_E_1085519_0008	True
LA_E_1085519_0018	True
LA_E_1086813_0001	True
LA_E_1087067_0035	True
LA_E_1087830_0001	True
LA_E_1087830_0004	True
LA_E_1087830_0020	True
LA_E_1089604_0023	True
LA_E_1091053_0015	True
LA_E_1091053_0022	True
LA_E_1091053_0023	True
LA_E_1091453_0015	True
LA_E_1092222_0012	True
LA_E_1092222_0013	True
LA_E_1092222_0036	True
LA_E_1092415_0014	True
LA_E_1092415_0015	True
LA_E_1092502_0032	True
LA_E_1092833_0001	True
LA_E_1092886_0042	True
LA_E_1092886_0043	True
LA_E_1093356_0000	True
LA_E_1093405_0013	True
LA_E_1093487_0020	True
LA_E_1093615_0004	True
LA_E_1093638_0005	True
LA_E_1094069_0005	True
LA_E_1094069_0013	True
LA_E_1094216_0001	True
LA_E_1094216_0004	True
LA_E_1095294_0013	True
LA_E_1095294_0019	True
LA_E_1095914_0012	True
LA_E_1095914_0038	True
LA_E_1096285_0017	True
LA_E_1097820_0018	True
LA_E_1097820_0042	True
LA_E_1098147_0020	True
LA_E_1098147_0021	True
LA_E_1099764_0012	True
LA_E_1099764_0018	True
LA_E_1100866_0041	True
LA_E_1102975_0001	True
LA_E_1104920_0003	True
LA_E_1104920_0045	True
LA_E_1108298_0013	True
LA_E_1108553_0005	True
LA_E_1109383_0018	True
LA_E_1109945_0002	True
LA_E_1109945_0003	True
LA_E_1109945_0035	True
LA_E_1109945_0036	True
LA_E_1109945_0054	True
LA_E_1110205_0030	True
LA_E_1110205_0052	True
LA_E_1110256_0032	True
LA_E_1110874_0058	True
LA_E_1110874_0059	True
LA_E_1111104_0004	True
LA_E_1112227_0044	True
LA_E_1112339_0018	True
LA_E_1112827_0078	True
LA_E_1113763_0008	True
LA_E_1113763_0009	True
LA_E_1113937_0058	True
LA_E_1116161_0027	True
LA_E_1116902_0036	True
LA_E_1117672_0011	True
LA_E_1117672_0012	True
LA_E_1118414_0016	True
LA_E_1118414_0017	True
LA_E_1119939_0013	True
LA_E_1119939_0021	True
LA_E_1119939_0022	True
LA_E_1119939_0023	True
LA_E_1119939_0026	True
LA_E_1119939_0039	True
LA_E_1119939_0050	True
LA_E_1119939_0056	True
LA_E_1119939_0069	True
LA_E_1119939_0082	True
LA_E_1119939_0083	True
LA_E_1119939_0088	True
LA_E_1119939_0096	True
LA_E_1120045_0018	True
LA_E_1120297_0026	True
LA_E_1120670_0011	True
LA_E_1121761_0032	True
LA_E_1122229_0053	True
LA_E_1122506_0027	True
LA_E_1122506_0030	True
LA_E_1122506_0031	True
LA_E_1123706_0046	True
LA_E_1124490_0023	True
LA_E_1124748_0017	True
LA_E_1124748_0018	True
LA_E_1124748_0038	True
LA_E_1125262_0025	True
LA_E_1126538_0023	True
LA_E_1129264_0018	True
LA_E_1129264_0067	True
LA_E_1130596_0007	True
LA_E_1131101_0045	True
LA_E_1131101_0064	True
LA_E_1131101_0074	True
LA_E_1131265_0023	True
LA_E_1131803_0000	True
LA_E_1131803_0010	True
LA_E_1131902_0019	True
LA_E_1131902_0020	True
LA_E_1131984_0011	True
LA_E_1134040_0015	True
LA_E_1134135_0010	True
LA_E_1134135_0011	True
LA_E_1134135_0039	True
LA_E_1134135_0040	True
LA_E_1135860_0017	True
LA_E_1136241_0010	True
LA_E_1136241_0013	True
LA_E_1136797_0007	True
LA_E_1136797_0028	True
LA_E_1137091_0001	True
LA_E_1138014_0006	True
LA_E_1138014_0011	True
LA_E_1138146_0001	True
LA_E_1138507_0007	True
LA_E_1140950_0067	True
LA_E_1141204_0072	True
LA_E_1141252_0020	True
LA_E_1141252_0023	True
LA_E_1141252_0047	True
LA_E_1142936_0007	True
LA_E_1142936_0025	True
LA_E_1144382_0011	True
LA_E_1145217_0020	True
LA_E_1145260_0055	True
LA_E_1145420_0013	True
LA_E_1145857_0006	True
LA_E_1145965_0011	True
LA_E_1148899_0037	True
LA_E_1148964_0044	True
LA_E_1149114_0010	True
LA_E_1149159_0064	True
LA_E_1149159_0065	True
LA_E_1149218_0031	True
LA_E_1149917_0003	True
LA_E_1149917_0004	True
LA_E_1150925_0013	True
LA_E_1150925_0014	True
LA_E_1151516_0011	True
LA_E_1151659_0012	True
LA_E_1151659_0020	True
LA_E_1152326_0011	True
LA_E_1152326_0018	True
LA_E_1152326_0053	True
LA_E_1152326_0065	True
LA_E_1152326_0089	True
LA_E_1153651_0002	True
LA_E_1153651_0003	True
LA_E_1153651_0010	True
LA_E_1153651_0011	True
LA_E_1154069_0006	True
LA_E_1156076_0006	True
LA_E_1156076_0011	True
LA_E_1156076_0026	True
LA_E_1156076_0051	True
LA_E_1156076_0052	True
LA_E_1157338_0013	True
LA_E_1157719_0010	True
LA_E_1157719_0011	True
LA_E_1157722_0005	True
LA_E_1157722_0006	True
LA_E_1159664_0011	True
LA_E_1160637_0033	True
LA_E_1160637_0044	True
LA_E_1160695_0021	True
LA_E_1160695_0022	True
LA_E_1160826_0039	True
LA_E_1160826_0040	True
LA_E_1161489_0038	True
LA_E_1162176_0024	True
LA_E_1162176_0032	True
LA_E_1162176_0037	True
LA_E_1162176_0041	True
LA_E_1162176_0054	True
LA_E_1162514_0039	True
LA_E_1163095_0023	True
LA_E_1163953_0025	True
LA_E_1164631_0018	True
LA_E_1165571_0003	True
LA_E_1167226_0004	True
LA_E_1167590_0016	True
LA_E_1167590_0039	True
LA_E_1167590_0040	True
LA_E_1169027_0005	True
LA_E_1169885_0018	True
LA_E_1169885_0032	True
LA_E_1169945_0009	True
LA_E_1169945_0010	True
LA_E_1172364_0004	True
LA_E_1172376_0013	True
LA_E_1172376_0014	True
LA_E_1172376_0015	True
LA_E_1172685_0016	True
LA_E_1172749_0011	True
LA_E_1172749_0033	True
LA_E_1172749_0049	True
LA_E_1173912_0016	True
LA_E_1173912_0024	True
LA_E_1174422_0006	True
LA_E_1174422_0017	True
LA_E_1174422_0031	True
LA_E_1175629_0028	True
LA_E_1175629_0029	True
LA_E_1175743_0001	True
LA_E_1176012_0001	True
LA_E_1179598_0031	True
LA_E_1180467_0031	True
LA_E_1180467_0050	True
LA_E_1180510_0024	True
LA_E_1183331_0022	True
LA_E_1183331_0057	True
LA_E_1183637_0002	True
LA_E_1183637_0003	True
LA_E_1183637_0017	True
LA_E_1184318_0042	True
LA_E_1184779_0022	True
LA_E_1184779_0061	True
LA_E_1184915_0027	True
LA_E_1185334_0012	True
LA_E_1185576_0035	True
LA_E_1185576_0045	True
LA_E_1185576_0046	True
LA_E_1185590_0028	True
LA_E_1185733_0009	True
LA_E_1185888_0040	True
LA_E_1186770_0007	True
LA_E_1186840_0022	True
LA_E_1188635_0007	True
LA_E_1188668_0016	True
LA_E_1188668_0017	True
LA_E_1188668_0040	True
LA_E_1190778_0012	True
LA_E_1195413_0005	True
LA_E_1195499_0000	True
LA_E_1195738_0015	True
LA_E_1196288_0011	True
LA_E_1196288_0012	True
LA_E_1196319_0006	True
LA_E_1196319_0007	True
LA_E_1197154_0009	True
LA_E_1197457_0037	True
LA_E_1197457_0042	True
LA_E_1197963_0022	True
LA_E_1199236_0001	True
LA_E_1199236_0002	True
LA_E_1199236_0003	True
LA_E_1200423_0002	True
LA_E_1200423_0035	True
LA_E_1200423_0055	True
LA_E_1200423_0056	True
LA_E_1200423_0066	True
LA_E_1200608_0031	True
LA_E_1200608_0045	True
LA_E_1201064_0049	True
LA_E_1201064_0063	True
LA_E_1201506_0001	True
LA_E_1202203_0001	True
LA_E_1202203_0023	True
LA_E_1202262_0013	True
LA_E_1203813_0021	True
LA_E_1203813_0050	True
LA_E_1203930_0028	True
LA_E_1204390_0000	True
LA_E_1204390_0009	True
LA_E_1205076_0015	True
LA_E_1205482_0005	True
LA_E_1205482_0006	True
LA_E_1205482_0014	True
LA_E_1205482_0028	True
LA_E_1205588_0051	True
LA_E_1205588_0074	True
LA_E_1205588_0075	True
LA_E_1205588_0076	True
LA_E_1206071_0009	True
LA_E_1206780_0020	True
LA_E_1207267_0032	True
LA_E_1208193_0018	True
LA_E_1211097_0053	True
LA_E_1211097_0054	True
LA_E_1211844_0027	True
LA_E_1212248_0000	True
LA_E_1213730_0020	True
LA_E_1214342_0012	True
LA_E_1214343_0008	True
LA_E_1214383_0000	True
LA_E_1214847_0003	True
LA_E_1214847_0004	True
LA_E_1214847_0013	True
LA_E_1215354_0010	True
LA_E_1215942_0007	True
LA_E_1215942_0008	True
LA_E_1215942_0009	True
LA_E_1216283_0002	True
LA_E_1216283_0027	True
LA_E_1216283_0028	True
LA_E_1216283_0094	True
LA_E_1216538_0018	True
LA_E_1216538_0021	True
LA_E_1216629_0013	True
LA_E_1216725_0019	True
LA_E_1217354_0010	True
LA_E_1217354_0016	True
LA_E_1217354_0017	True
LA_E_1217354_0035	True
LA_E_1217354_0036	True
LA_E_1217354_0040	True
LA_E_1217354_0041	True
LA_E_1217699_0023	True
LA_E_1217732_0042	True
LA_E_1217929_0020	True
LA_E_1217929_0021	True
LA_E_1220170_0058	True
LA_E_1220324_0014	True
LA_E_1222387_0016	True
LA_E_1222387_0037	True
LA_E_1222387_0049	True
LA_E_1222387_0058	True
LA_E_1222387_0059	True
LA_E_1223294_0013	True
LA_E_1224361_0029	True
LA_E_1225077_0004	True
LA_E_1225203_0016	True
LA_E_1225943_0029	True
LA_E_1229890_0019	True
LA_E_1230670_0029	True
LA_E_1230806_0009	True
LA_E_1230806_0036	True
LA_E_1230806_0044	True
LA_E_1230806_0065	True
LA_E_1230806_0066	True
LA_E_1231630_0018	True
LA_E_1231630_0026	True
LA_E_1231809_0027	True
LA_E_1231809_0028	True
LA_E_1231809_0029	True
LA_E_1232787_0014	True
LA_E_1232787_0034	True
LA_E_1233530_0007	True
LA_E_1233530_0032	True
LA_E_1233910_0003	True
LA_E_1233910_0004	True
LA_E_1234008_0002	True
LA_E_1234008_0003	True
LA_E_1234746_0039	True
LA_E_1236071_0009	True
LA_E_1236273_0005	True
LA_E_1237415_0000	True
LA_E_1237415_0007	True
LA_E_1237767_0025	True
LA_E_1237898_0014	True
LA_E_1239041_0044	True
LA_E_1239318_0005	True
LA_E_1239941_0019	True
LA_E_1239941_0036	True
LA_E_1240000_0003	True
LA_E_1240000_0053	True
LA_E_1240000_0089	True
LA_E_1240000_0090	True
LA_E_1240552_0018	True
LA_E_1240552_0032	True
LA_E_1240552_0033	True
LA_E_1240949_0005	True
LA_E_1240949_0008	True
LA_E_1241406_0021	True
LA_E_1242729_0002	True
LA_E_1242899_0033	True
LA_E_1242899_0034	True
LA_E_1242899_0076	True
LA_E_1242986_0022	True
LA_E_1243892_0012	True
LA_E_1243892_0013	True
LA_E_1243892_0024	True
LA_E_1244317_0007	True
LA_E_1244416_0000	True
LA_E_1244416_0010	True
LA_E_1244416_0011	True
LA_E_1244416_0020	True
LA_E_1244665_0017	True
LA_E_1244665_0018	True
LA_E_1245096_0043	True
LA_E_1245491_0004	True
LA_E_1245491_0005	True
LA_E_1245491_0006	True
LA_E_1245491_0022	True
LA_E_1246578_0000	True
LA_E_1246578_0008	True
LA_E_1247072_0009	True
LA_E_1247651_0019	True
LA_E_1247651_0022	True
LA_E_1247651_0023	True
LA_E_1247651_0024	True
LA_E_1248601_0001	True
LA_E_1250939_0010	True
LA_E_1250939_0011	True
LA_E_1251924_0020	True
LA_E_1254180_0074	True
LA_E_1255171_0000	True
LA_E_1255171_0009	True
LA_E_1255171_0032	True
LA_E_1255202_0002	True
LA_E_1255269_0011	True
LA_E_1255306_0014	True
LA_E_1257602_0032	True
LA_E_1257602_0033	True
LA_E_1258149_0002	True
LA_E_1258149_0027	True
LA_E_1258149_0028	True
LA_E_1258149_0094	True
LA_E_1258811_0007	True
LA_E_1258811_0008	True
LA_E_1258871_0016	True
LA_E_1258871_0017	True
LA_E_1258928_0018	True
LA_E_1258969_0016	True
LA_E_1259345_0007	True
LA_E_1260438_0040	True
LA_E_1260438_0068	True
LA_E_1262130_0007	True
LA_E_1262130_0008	True
LA_E_1262790_0005	True
LA_E_1262956_0006	True
LA_E_1262956_0035	True
LA_E_1263110_0029	True
LA_E_1264406_0035	True
LA_E_1264406_0093	True
LA_E_1264406_0094	True
LA_E_1264406_0106	True
LA_E_1264406_0116	True
LA_E_1264471_0005	True
LA_E_1265548_0010	True
LA_E_1265548_0011	True
LA_E_1266077_0014	True
LA_E_1266211_0016	True
LA_E_1266533_0016	True
LA_E_1266533_0026	True
LA_E_1267174_0003	True
LA_E_1267372_0010	True
LA_E_1267372_0034	True
LA_E_1267563_0010	True
LA_E_1267898_0007	True
LA_E_1272785_0003	True
LA_E_1273664_0007	True
LA_E_1273852_0009	True
LA_E_1276787_0008	True
LA_E_1276787_0034	True
LA_E_1276787_0036	True
LA_E_1277179_0020	True
LA_E_1277975_0001	True
LA_E_1277975_0013	True
LA_E_1277975_0016	True
LA_E_1278202_0013	True
LA_E_1278202_0026	True
LA_E_1278202_0041	True
LA_E_1278664_0026	True
LA_E_1278697_0032	True
LA_E_1279228_0000	True
LA_E_1279228_0001	True
LA_E_1280426_0013	True
LA_E_1281071_0023	True
LA_E_1281071_0024	True
LA_E_1281318_0004	True
LA_E_1281318_0005	True
LA_E_1283092_0012	True
LA_E_1284443_0002	True
LA_E_1285333_0000	True
LA_E_1285333_0017	True
LA_E_1285333_0018	True
LA_E_1286599_0040	True
LA_E_1286599_0044	True
LA_E_1287361_0007	True
LA_E_1287361_0018	True
LA_E_1287433_0017	True
LA_E_1289935_0038	True
LA_E_1291334_0014	True
LA_E_1292568_0026	True
LA_E_1292568_0034	True
LA_E_1292650_0017	True
LA_E_1294150_0036	True
LA_E_1294686_0002	True
LA_E_1294686_0049	True
LA_E_1295033_0035	True
LA_E_1295664_0012	True
LA_E_1295664_0015	True
LA_E_1295664_0032	True
LA_E_1295664_0033	True
LA_E_1296012_0039	True
LA_E_1296422_0017	True
LA_E_1296777_0002	True
LA_E_1296777_0003	True
LA_E_1296777_0004	True
LA_E_1296777_0005	True
LA_E_1298533_0023	True
LA_E_1298924_0013	True
LA_E_1298924_0014	True
LA_E_1300850_0015	True
LA_E_1300850_0016	True
LA_E_1300850_0017	True
LA_E_1300850_0040	True
LA_E_1300850_0043	True
LA_E_1300850_0044	True
LA_E_1301983_0008	True
LA_E_1303275_0036	True
LA_E_1303275_0056	True
LA_E_1304968_0006	True
LA_E_1304968_0034	True
LA_E_1304968_0051	True
LA_E_1306012_0060	True
LA_E_1306861_0002	True
LA_E_1306861_0003	True
LA_E_1306861_0006	True
LA_E_1306861_0012	True
LA_E_1309281_0028	True
LA_E_1309281_0029	True
LA_E_1309592_0007	True
LA_E_1309592_0015	True
LA_E_1309592_0047	True
LA_E_1309592_0048	True
LA_E_1309751_0024	True
LA_E_1309751_0025	True
LA_E_1309751_0057	True
LA_E_1311001_0012	True
LA_E_1311001_0013	True
LA_E_1311296_0002	True
LA_E_1311985_0017	True
LA_E_1312285_0042	True
LA_E_1312898_0003	True
LA_E_1313266_0025	True
LA_E_1313727_0007	True
LA_E_1314964_0021	True
LA_E_1314964_0036	True
LA_E_1314964_0040	True
LA_E_1314964_0079	True
LA_E_1316949_0038	True
LA_E_1316949_0039	True
LA_E_1317174_0006	True
LA_E_1317174_0036	True
LA_E_1317538_0004	True
LA_E_1319300_0015	True
LA_E_1321597_0007	True
LA_E_1323894_0008	True
LA_E_1323894_0015	True
LA_E_1323894_0016	True
LA_E_1323894_0023	True
LA_E_1323894_0026	True
LA_E_1324026_0020	True
LA_E_1324777_0062	True
LA_E_1324777_0063	True
LA_E_1325068_0047	True
LA_E_1326237_0013	True
LA_E_1326237_0025	True
LA_E_1326829_0008	True
LA_E_1326829_0009	True
LA_E_1326829_0012	True
LA_E_1326829_0013	True
LA_E_1328680_0049	True
LA_E_1329471_0028	True
LA_E_1329718_0008	True
LA_E_1330273_0007	True
LA_E_1330273_0033	True
LA_E_1330698_0011	True
LA_E_1330698_0028	True
LA_E_1331065_0014	True
LA_E_1331362_0006	True
LA_E_1331607_0011	True
LA_E_1331607_0012	True
LA_E_1331607_0015	True
LA_E_1331607_0016	True
LA_E_1331607_0017	True
LA_E_1331607_0023	True
LA_E_1331607_0045	True
LA_E_1331800_0003	True
LA_E_1331800_0022	True
LA_E_1331800_0023	True
LA_E_1332483_0041	True
LA_E_1332601_0010	True
LA_E_1332608_0009	True
LA_E_1333554_0000	True
LA_E_1333554_0026	True
LA_E_1333968_0002	True
LA_E_1333968_0006	True
LA_E_1333968_0011	True
LA_E_1335987_0012	True
LA_E_1336137_0003	True
LA_E_1336137_0010	True
LA_E_1336235_0011	True
LA_E_1337881_0024	True
LA_E_1337881_0025	True
LA_E_1337881_0032	True
LA_E_1339183_0012	True
LA_E_1340256_0009	True
LA_E_1341107_0001	True
LA_E_1341107_0002	True
LA_E_1341107_0014	True
LA_E_1341107_0015	True
LA_E_1341107_0023	True
LA_E_1341933_0009	True
LA_E_1342506_0023	True
LA_E_1342631_0017	True
LA_E_1343036_0009	True
LA_E_1343549_0001	True
LA_E_1343549_0021	True
LA_E_1343549_0026	True
LA_E_1344474_0016	True
LA_E_1344474_0036	True
LA_E_1345037_0019	True
LA_E_1345639_0037	True
LA_E_1345639_0064	True
LA_E_1346639_0020	True
LA_E_1348893_0002	True
LA_E_1348893_0003	True
LA_E_1348893_0021	True
LA_E_1348893_0025	True
LA_E_1348893_0026	True
LA_E_1350026_0029	True
LA_E_1350175_0011	True
LA_E_1350308_0010	True
LA_E_1350308_0017	True
LA_E_1350308_0031	True
LA_E_1350308_0052	True
LA_E_1350308_0053	True
LA_E_1350607_0005	True
LA_E_1350607_0011	True
LA_E_1350745_0008	True
LA_E_1350777_0016	True
LA_E_1350882_0016	True
LA_E_1350882_0017	True
LA_E_1351889_0012	True
LA_E_1352339_0013	True
LA_E_1353575_0003	True
LA_E_1353663_0040	True
LA_E_1353882_0000	True
LA_E_1354057_0010	True
LA_E_1354409_0006	True
LA_E_1354409_0012	True
LA_E_1354409_0054	True
LA_E_1355264_0025	True
LA_E_1355264_0043	True
LA_E_1356592_0006	True
LA_E_1357552_0007	True
LA_E_1357552_0008	True
LA_E_1358170_0005	True
LA_E_1358867_0001	True
LA_E_1358867_0002	True
LA_E_1358867_0003	True
LA_E_1358867_0008	True
LA_E_1358867_0011	True
LA_E_1358867_0024	True
LA_E_1358867_0026	True
LA_E_1358867_0042	True
LA_E_1358867_0046	True
LA_E_1358867_0052	True
LA_E_1358867_0053	True
LA_E_1359554_0020	True
LA_E_1359573_0014	True
LA_E_1359573_0015	True
LA_E_1359573_0037	True
LA_E_1359573_0069	True
LA_E_1359573_0070	True
LA_E_1359779_0050	True
LA_E_1359812_0020	True
LA_E_1360307_0021	True
LA_E_1362497_0005	True
LA_E_1362497_0008	True
LA_E_1362951_0026	True
LA_E_1362951_0045	True
LA_E_1363781_0005	True
LA_E_1363781_0082	True
LA_E_1363781_0091	True
LA_E_1364727_0010	True
LA_E_1367105_0040	True
LA_E_1367105_0041	True
LA_E_1367266_0030	True
LA_E_1368435_0007	True
LA_E_1369590_0029	True
LA_E_1370474_0026	True
LA_E_1371618_0016	True
LA_E_1371984_0007	True
LA_E_1372296_0018	True
LA_E_1373473_0015	True
LA_E_1374283_0003	True
LA_E_1374283_0010	True
LA_E_1374283_0054	True
LA_E_1374283_0059	True
LA_E_1376201_0002	True
LA_E_1376201_0018	True
LA_E_1376201_0019	True
LA_E_1376201_0020	True
LA_E_1376283_0021	True
LA_E_1376283_0026	True
LA_E_1376933_0034	True
LA_E_1376933_0051	True
LA_E_1377556_0002	True
LA_E_1379192_0017	True
LA_E_1379818_0004	True
LA_E_1379818_0021	True
LA_E_1379818_0030	True
LA_E_1379818_0038	True
LA_E_1379818_0039	True
LA_E_1379818_0040	True
LA_E_1379818_0041	True
LA_E_1379818_0044	True
LA_E_1379818_0057	True
LA_E_1379818_0066	True
LA_E_1379818_0078	True
LA_E_1381732_0006	True
LA_E_1383115_0025	True
LA_E_1383115_0040	True
LA_E_1383115_0051	True
LA_E_1383670_0034	True
LA_E_1384540_0063	True
LA_E_1384857_0007	True
LA_E_1384857_0010	True
LA_E_1384857_0028	True
LA_E_1385213_0032	True
LA_E_1385644_0000	True
LA_E_1385644_0044	True
LA_E_1386121_0013	True
LA_E_1386759_0030	True
LA_E_1387308_0007	True
LA_E_1387308_0025	True
LA_E_1387439_0009	True
LA_E_1387663_0014	True
LA_E_1388702_0048	True
LA_E_1388702_0049	True
LA_E_1389117_0005	True
LA_E_1389705_0023	True
LA_E_1391909_0021	True
LA_E_1391909_0026	True
LA_E_1392168_0015	True
LA_E_1392168_0016	True
LA_E_1392168_0023	True
LA_E_1393935_0038	True
LA_E_1393935_0039	True
LA_E_1393935_0040	True
LA_E_1393973_0045	True
LA_E_1394355_0012	True
LA_E_1394355_0013	True
LA_E_1396024_0011	True
LA_E_1396183_0004	True
LA_E_1396183_0013	True
LA_E_1396183_0021	True
LA_E_1396183_0022	True
LA_E_1396310_0016	True
LA_E_1397419_0001	True
LA_E_1397419_0011	True
LA_E_1398754_0003	True
LA_E_1398778_0007	True
LA_E_1400301_0003	True
LA_E_1400301_0004	True
LA_E_1400301_0014	True
LA_E_1400301_0031	True
LA_E_1401159_0001	True
LA_E_1401159_0041	True
LA_E_1401196_0001	True
LA_E_1401196_0018	True
LA_E_1401196_0019	True
LA_E_1401517_0003	True
LA_E_1402822_0041	True
LA_E_1402961_0012	True
LA_E_1402961_0013	True
LA_E_1403808_0013	True
LA_E_1403808_0014	True
LA_E_1403822_0034	True
LA_E_1404046_0003	True
LA_E_1404046_0016	True
LA_E_1404046_0017	True
LA_E_1404046_0025	True
LA_E_1404355_0001	True
LA_E_1404355_0005	True
LA_E_1405264_0004	True
LA_E_1405264_0007	True
LA_E_1406221_0032	True
LA_E_1407061_0027	True
LA_E_1407391_0052	True
LA_E_1407391_0053	True
LA_E_1407391_0056	True
LA_E_1407432_0056	True
LA_E_1407586_0002	True
LA_E_1407586_0010	True
LA_E_1407586_0027	True
LA_E_1407586_0093	True
LA_E_1408952_0000	True
LA_E_1409912_0009	True
LA_E_1410618_0021	True
LA_E_1410618_0022	True
LA_E_1411175_0042	True
LA_E_1411530_0006	True
LA_E_1411530_0049	True
LA_E_1411721_0003	True
LA_E_1411837_0020	True
LA_E_1411896_0019	True
LA_E_1411950_0021	True
LA_E_1412166_0003	True
LA_E_1412166_0024	True
LA_E_1412166_0072	True
LA_E_1414846_0005	True
LA_E_1414846_0006	True
LA_E_1414846_0007	True
LA_E_1415008_0025	True
LA_E_1415008_0031	True
LA_E_1416318_0021	True
LA_E_1417683_0021	True
LA_E_1419334_0013	True
LA_E_1419334_0014	True
LA_E_1420066_0019	True
LA_E_1420646_0006	True
LA_E_1420646_0032	True
LA_E_1421240_0005	True
LA_E_1422779_0000	True
LA_E_1423198_0045	True
LA_E_1423974_0045	True
LA_E_1423974_0046	True
LA_E_1423974_0063	True
LA_E_1424208_0009	True
LA_E_1425402_0033	True
LA_E_1425561_0036	True
LA_E_1427048_0017	True
LA_E_1429010_0014	True
LA_E_1429437_0012	True
